"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","268","Adding book with missing data","","Thu Jan 02 17:32:41 GMT 2025","failed","Thu Jan 02 17:32:41 GMT 2025","","API Testing to Insert Books Data","API Testing to Insert Books Data","Adding book with missing data"
"","4312","User should be able to add and remove a specific item from the cart","","Thu Jan 02 17:31:59 GMT 2025","passed","Thu Jan 02 17:32:04 GMT 2025","","sourceDemo Item Remove from Cart Feature","sourceDemo Item Remove from Cart Feature","User should be able to add and remove a specific item from the cart"
"","430","Retrieve all books using GET request","","Thu Jan 02 17:30:27 GMT 2025","failed","Thu Jan 02 17:30:27 GMT 2025","","API Testing to Retrieve All Books","API Testing to Retrieve All Books","Retrieve all books using GET request"
"","306","Attempt to delete a book with a non-existence ID","","Thu Jan 02 17:30:21 GMT 2025","broken","Thu Jan 02 17:30:21 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Attempt to delete a book with a non-existence ID"
"","4305","Add item to cart and verify in cart page","","Thu Jan 02 17:30:47 GMT 2025","broken","Thu Jan 02 17:30:51 GMT 2025","","Add item to cart on sourceDemo Website","Add item to cart on sourceDemo Website","Add item to cart and verify in cart page"
"","4305","Verify Add to Cart and Remove functionality directly from the dashboard","","Thu Jan 02 17:32:45 GMT 2025","passed","Thu Jan 02 17:32:49 GMT 2025","","sourceDemo RemoveItem Feature","sourceDemo RemoveItem Feature","Verify Add to Cart and Remove functionality directly from the dashboard"
"","126","Invalid login with admin credentials","","Thu Jan 02 17:30:56 GMT 2025","passed","Thu Jan 02 17:30:56 GMT 2025","","API Testing for Login User","API Testing for Login User","Invalid login with admin credentials"
"","3806","user should be able to login using Valid Credentials","","Thu Jan 02 17:32:08 GMT 2025","passed","Thu Jan 02 17:32:12 GMT 2025","","sourceDemo Login Feature","sourceDemo Login Feature","user should be able to login using Valid Credentials"
"","1191","Successfully delete a book by ID","","Thu Jan 02 17:30:20 GMT 2025","broken","Thu Jan 02 17:30:21 GMT 2025","","API Testing to Delete Books Data","API Testing to Delete Books Data","Successfully delete a book by ID"
"","4312","Add item to cart and then remove it","","Thu Jan 02 17:32:53 GMT 2025","broken","Thu Jan 02 17:32:57 GMT 2025","","Remove item from cart on sourceDemo Website","Remove item from cart on sourceDemo Website","Add item to cart and then remove it"
"","357","Insert Integer value for author when inserting new book using POST request","","Thu Jan 02 17:32:36 GMT 2025","broken","Thu Jan 02 17:32:36 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for author when inserting new book using POST request"
"","5451","User cancels checkout and is redirected to the inventory dashboard","","Thu Jan 02 17:31:00 GMT 2025","broken","Thu Jan 02 17:31:05 GMT 2025","","sourceDemo Checkout Cancel Button","sourceDemo Checkout Cancel Button","User cancels checkout and is redirected to the inventory dashboard"
"","401","Insert Integer value for title when inserting new book using POST request","","Thu Jan 02 17:32:35 GMT 2025","broken","Thu Jan 02 17:32:36 GMT 2025","","API Testing to Insert Invalid Books Data","API Testing to Insert Invalid Books Data","Insert Integer value for title when inserting new book using POST request"
"","320","Successfully retrieve a book by valid ID","","Thu Jan 02 17:30:32 GMT 2025","failed","Thu Jan 02 17:30:32 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Successfully retrieve a book by valid ID"
"","383","Insert Empty value for id","","Thu Jan 02 17:32:31 GMT 2025","failed","Thu Jan 02 17:32:32 GMT 2025","","API Testing to Insert Empty Id Value with Books Data","API Testing to Insert Empty Id Value with Books Data","Insert Empty value for id"
"","153","Attempt to retrieve a book with an invalid ID","","Thu Jan 02 17:30:32 GMT 2025","passed","Thu Jan 02 17:30:32 GMT 2025","","API Testing to Retrieve Book Details","API Testing to Retrieve Book Details","Attempt to retrieve a book with an invalid ID"
"","3680","Verify filtering by Name (A to Z)","","Thu Jan 02 17:31:26 GMT 2025","passed","Thu Jan 02 17:31:30 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (A to Z)"
"","1071","Verify filtering by Price (High to Low)","","Thu Jan 02 17:31:32 GMT 2025","passed","Thu Jan 02 17:31:33 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Price (High to Low)"
"","204","Successfully updating a book's title and author","","Thu Jan 02 17:33:02 GMT 2025","passed","Thu Jan 02 17:33:02 GMT 2025","","API Testing to Update Books Data","API Testing to Update Books Data","Successfully updating a book's title and author"
"","1094","Verify filtering by Name (Z to A)","","Thu Jan 02 17:31:30 GMT 2025","passed","Thu Jan 02 17:31:31 GMT 2025","","sourceDemo Filter Functionality","sourceDemo Filter Functionality","Verify filtering by Name (Z to A)"
"","5332","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout","","Thu Jan 02 17:31:42 GMT 2025","passed","Thu Jan 02 17:31:47 GMT 2025","","sourceDemo  Checkout Feature","sourceDemo  Checkout Feature","User should be able to log in using valid credentials and add an item to the cart,and proceed to checkout"
"","3866","Verify the ""Back to products"" option on the item's new page","","Thu Jan 02 17:33:06 GMT 2025","broken","Thu Jan 02 17:33:10 GMT 2025","","sourceDemo Product Navigation Feature","sourceDemo Product Navigation Feature","Verify the ""Back to products"" option on the item's new page"
